uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,C_DENEVI,P3A2_2,P3A2_3,P3A3,P3A4,P3A5,P3A6,P3A7,P3A8_1,P3A8_2,P3A8_3,P3A9,P3A10,P3A11,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
4417_5_1,4417_5,4417,5,1,3,5,NA,3,2,NA,1,NA,2,NA,NA,9,9,NA,17,1,270,4417,224
4418_3_1,4418_3,4418,3,1,1,1,4,5,4,NA,1,2,NA,NA,NA,NA,NA,NA,17,1,269,4418,237
4419_3_1,4419_3,4419,3,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,2,2,17,1,270,4419,371
4419_4_1,4419_4,4419,4,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,1,270,4419,371
4420_5_1,4420_5,4420,5,1,1,1,2,5,4,NA,5,1,1,NA,NA,3,1,NA,17,1,270,4420,235
4422_2_1,4422_2,4422,2,1,1,1,NA,2,4,NA,8,2,NA,NA,NA,NA,NA,NA,17,1,269,4422,263
4422_3_1,4422_3,4422,3,1,1,1,NA,2,3,NA,8,NA,2,NA,NA,3,2,1,17,1,269,4422,263
4422_5_1,4422_5,4422,5,1,1,3,NA,2,4,NA,5,1,1,NA,NA,3,1,NA,17,1,269,4422,263
4423_3_1,4423_3,4423,3,1,1,3,NA,4,4,NA,5,1,2,NA,NA,2,2,1,17,1,270,4423,291
4424_2_1,4424_2,4424,2,1,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,17,1,269,4424,349
4424_4_1,4424_4,4424,4,1,1,1,NA,1,4,NA,5,1,1,NA,NA,9,2,1,17,1,269,4424,349
4425_4_1,4425_4,4425,4,1,1,1,2,3,2,NA,5,NA,2,NA,NA,9,2,1,17,1,271,4425,320
4425_5_1,4425_5,4425,5,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,9,1,NA,17,1,271,4425,320
4426_4_1,4426_4,4426,4,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,1,NA,17,1,269,4426,453
4427_3_1,4427_3,4427,3,1,1,1,NA,5,2,NA,2,NA,2,NA,NA,3,2,1,17,1,270,4427,351
4427_5_1,4427_5,4427,5,1,1,1,2,5,2,NA,5,NA,1,NA,NA,3,2,1,17,1,270,4427,351
4428_2_1,4428_2,4428,2,1,1,1,2,6,4,NA,7,1,4,NA,NA,3,2,1,17,1,270,4428,193
4428_3_1,4428_3,4428,3,1,1,1,2,4,2,NA,2,NA,2,NA,NA,3,2,1,17,1,270,4428,193
4430_1_1,4430_1,4430,1,1,1,1,NA,2,3,NA,2,NA,2,NA,NA,9,2,2,17,1,270,4430,284
4430_5_1,4430_5,4430,5,1,1,2,NA,3,2,NA,2,NA,2,NA,NA,4,1,NA,17,1,270,4430,284
4432_4_1,4432_4,4432,4,1,1,3,4,2,4,NA,5,1,1,4,NA,1,2,8,17,2,281,4432,188
4432_4_1,4432_4,4432,4,1,2,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4432_6_1,4432_6,4432,6,1,1,1,NA,4,4,NA,5,1,1,NA,NA,2,2,1,17,2,281,4432,188
4432_7_1,4432_7,4432,7,1,1,1,2,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4432_10_1,4432_10,4432,10,1,1,1,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4432_14_1,4432_14,4432,14,1,1,2,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4432_15_1,4432_15,4432,15,1,1,4,NA,2,4,NA,1,1,1,NA,NA,1,2,2,17,2,281,4432,188
4432_16_1,4432_16,4432,16,1,1,1,NA,2,4,NA,8,2,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4432_17_1,4432_17,4432,17,1,1,1,2,2,3,NA,5,NA,4,6,NA,3,2,1,17,2,281,4432,188
4432_18_1,4432_18,4432,18,1,1,4,NA,3,4,NA,5,1,1,4,NA,1,2,2,17,2,281,4432,188
4432_18_1,4432_18,4432,18,1,2,8,NA,2,4,NA,5,1,4,NA,NA,1,2,4,17,2,281,4432,188
4432_20_1,4432_20,4432,20,1,1,2,NA,3,4,NA,8,2,NA,NA,NA,NA,NA,NA,17,2,281,4432,188
4433_1_1,4433_1,4433,1,1,1,1,3,4,2,NA,5,NA,1,NA,NA,9,2,8,17,2,272,4433,382
4433_2_1,4433_2,4433,2,1,1,2,NA,4,2,NA,5,NA,2,NA,NA,9,2,9,17,2,272,4433,382
4434_4_1,4434_4,4434,4,1,1,4,NA,6,4,NA,2,1,2,NA,NA,9,2,9,17,2,272,4434,309
4435_3_1,4435_3,4435,3,1,1,1,NA,2,3,NA,7,NA,3,NA,NA,4,2,2,17,2,272,4435,391
4436_5_1,4436_5,4436,5,1,1,2,NA,2,2,NA,5,NA,2,NA,NA,2,2,9,17,2,274,4436,637
4437_1_1,4437_1,4437,1,1,1,1,NA,3,4,NA,2,1,2,NA,NA,2,1,NA,17,2,272,4437,409
4437_3_1,4437_3,4437,3,1,1,1,NA,6,4,NA,5,1,1,NA,NA,2,2,5,17,2,272,4437,409
4439_3_1,4439_3,4439,3,1,1,1,NA,9,4,NA,1,2,NA,NA,NA,NA,NA,NA,17,2,272,4439,351
4439_5_1,4439_5,4439,5,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,2,272,4439,351
4440_1_1,4440_1,4440,1,1,1,1,2,3,4,NA,8,2,NA,NA,NA,NA,NA,NA,17,2,274,4440,455
4440_2_1,4440_2,4440,2,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,1,NA,17,2,274,4440,455
4440_3_1,4440_3,4440,3,1,1,2,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,17,2,274,4440,455
4442_5_1,4442_5,4442,5,1,1,1,2,2,4,NA,5,1,2,4,NA,1,1,NA,17,2,272,4442,427
4448_5_1,4448_5,4448,5,1,1,3,NA,3,2,NA,5,NA,1,NA,NA,2,2,8,17,2,281,4448,336
4448_12_1,4448_12,4448,12,1,1,3,NA,2,3,NA,5,NA,2,NA,NA,2,2,1,17,2,281,4448,336
4448_19_1,4448_19,4448,19,1,1,4,3,2,4,NA,5,1,1,NA,NA,1,2,1,17,2,281,4448,336
4449_17_1,4449_17,4449,17,1,1,3,4,3,4,NA,5,1,1,NA,NA,2,1,NA,17,2,281,4449,456
4450_4_1,4450_4,4450,4,1,1,4,NA,3,3,NA,5,NA,2,NA,NA,4,1,NA,17,2,281,4450,460
4450_12_1,4450_12,4450,12,1,1,1,NA,4,4,NA,5,1,1,NA,NA,3,1,NA,17,2,281,4450,460
4451_17_1,4451_17,4451,17,1,1,1,NA,2,4,NA,5,1,4,NA,NA,1,2,8,17,2,281,4451,297
4453_1_1,4453_1,4453,1,1,1,5,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,2,272,4453,410
4453_2_1,4453_2,4453,2,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,2,2,17,2,272,4453,410
4454_1_1,4454_1,4454,1,1,1,5,NA,3,4,NA,5,1,6,NA,NA,1,2,2,17,2,272,4454,362
4455_5_1,4455_5,4455,5,1,1,1,NA,5,4,NA,5,2,NA,NA,NA,NA,NA,NA,17,2,272,4455,430
